map,id,register_no,name,date_iso,date_display,date_confidence,lat,lng,coord_precision,type,layer,summary,result,native_groups,sources,notes
borderlands-frontier,fort-ross-abandonment-resolved,,Fort Ross Abandonment Resolved,1841,1841,year,38.516,-123.238,place,event,russian,"The RAC Main Board resolves to abandon Ross and ""sell or barter for wheat to the inhabitants of San Francisco."" The otter gone, Ross is liquidated — the economic close of the arc that opened with the resource.","Russia leaves — Ross sold to Sutter, a promoter of the US invasion",,"Fort Ross AVPRI, 1841 abandonment resolution (via Gibson & Istomin).",
borderlands-frontier,yanovsky-s-rac-trade-overture,,Yanovsky's RAC Trade Overture,1820,ca. 1820,circa,38.508,-123.244,place,event,russian,"RAC chief manager Semyon Yanovsky proposes a joint, equal-shares otter-hunt and open commerce (via Khlebnikov and the Madrid embassy; the Ilmena to supply Ross). Solá replies he cannot grant otter-hunting — only the Viceroy can. The third volume of one continuous Russo-Spanish negotiation.",Russia again negotiates as a commercial sovereign — Spain defers to Mexico City,,"C-A 55 Docs 323–324 (Yanovsky / Solá, ~1820).",
borderlands-frontier,the-suvorov-at-sf-the-rac-proclamation-to-califo,,The Suvorov at SF + the RAC Proclamation to California,1815,August 1815 (proclamation dated 1811),circa,37.796,-122.402,place,event,russian,"The RAC ship Suvorov (Lazarev) calls at San Francisco carrying a formal RAC directors' overture ""to the noble and honoured Spanish inhabitants of California,"" invoking Russo-Spanish friendship, the 1812 treaty, and Rezanov's 1806 visit — the institutional Russian demand for the California provision trade, arriving by ship.","The RAC's formal trade-opening request, delivered to SF",,"C-A 12 C478 + C479 (Suvorov 1815; passport-proclamation St. Petersburg, 12 Jul 1811).",
borderlands-frontier,british-squadron-sounds-san-diego-harbor,,British Squadron Sounds San Diego Harbor,1799,1799 (sounding c.1797),circa,32.69,-117.235,place,event,british,"A sworn 1799 deposition: a British naval squadron awaiting the Manila galleon, with 22 Peru prizes, states a plan to winter at San Diego — whose harbour they had already secretly sounded c.1797, ""entered in their boats one moonlit night, sounded the whole harbour,"" ""instruidos por los planos de Nutka."" The open coast as an actual reconnaissance ground.",San Diego's harbor already mapped by the enemy — the threat the 1793 order feared,,"C-A 15 Doc 392 (Loreto deposition, 28 Jun 1799).",
borderlands-frontier,ref-presidio-of-san-francisco,,Presidio of San Francisco,,,circa,37.7862,-122.4572,exact,presidio,spanSet,"1776. Northernmost military post. $1,400 total investment by 1793. Garrison: ~35 men.",,,,
borderlands-frontier,ref-fort-san-joaquin-castillo-de-sf,,Fort San Joaquín (Castillo de SF),,,circa,37.8107,-122.477,exact,presidio,spanSet,"1794. Battery guarding the Golden Gate narrows. 1 cannon (burst 1792), 8 by 1793, 6 functional by 1820. Unmanned by 1800.",,,,
borderlands-frontier,ref-presidio-of-monterey,,Presidio of Monterey,,,circa,36.6002,-121.8947,exact,presidio,spanSet,1770. Capital of Alta California. Burned by Bouchard 1818.,,,,
borderlands-frontier,ref-presidio-of-santa-barbara,,Presidio of Santa Bárbara,,,circa,34.3933,-119.6946,exact,presidio,spanSet,1782.,,,,
borderlands-frontier,ref-presidio-of-san-diego,,Presidio of San Diego,,,circa,32.6734,-117.2428,exact,presidio,spanSet,1769. First presidio. Punta de Guijarros battery.,,,,
borderlands-frontier,ref-mission-san-francisco-de-asis-dolores,,Mission San Francisco de Asís (Dolores),,,circa,37.765,-122.427,exact,mission,spanSet,1776.,,,,
borderlands-frontier,ref-mission-santa-clara,,Mission Santa Clara,,,circa,37.3544,-121.9692,exact,mission,spanSet,1777.,,,,
borderlands-frontier,ref-mission-san-jose,,Mission San José,,,circa,37.5293,-121.9178,exact,mission,spanSet,1797. Staging base for Central Valley expeditions.,,,,
borderlands-frontier,ref-mission-san-rafael,,Mission San Rafael,,,circa,37.9735,-122.5311,exact,mission,spanSet,1817. Anti-Russian buffer. 83 days after Hagemeister treaty. Founded without a boat.,,,,
borderlands-frontier,ref-mission-san-francisco-solano-sonoma,,Mission San Francisco Solano (Sonoma),,,circa,38.294,-122.458,exact,mission,spanSet,"1823. Northernmost mission. Altimira: ""you will all be Russians.""",,,,
borderlands-frontier,ref-pueblo-de-san-jose,,Pueblo de San José,,,circa,37.3382,-121.8863,exact,settlement,spanSet,1777. First civilian settlement in Alta California.,,,,
borderlands-frontier,ref-villa-de-branciforte-santa-cruz,,Villa de Branciforte (Santa Cruz),,,circa,36.9741,-122.027,exact,settlement,spanSet,1797. Third and last pueblo. Named for Viceroy Branciforte. Planned as strategic settlement near Santa Cruz mission.,,,,
borderlands-frontier,ref-santa-eulalia-cordelia,,Santa Eulalia (Cordelia),,,circa,38.23,-122.12,exact,settlement,spanSet,"~1824. Mission Solano farming outpost — house for padre, corral, neophyte in charge. Suisun Valley.",,,,
borderlands-frontier,ref-port-rumiantsev-bodega-bay,,Port Rumiantsev (Bodega Bay),,,circa,38.333,-123.048,exact,settlement,rusSet,~1807. RAC fur-collecting base. First representative: Tarakanov. Permanent.,,,,
borderlands-frontier,ref-fort-ross-metini,,Fort Ross (Metini),,,circa,38.5145,-123.245,exact,settlement,rusSet,"1812. Ivan Kuskov. 95 Russians, ~80 Aleut. 12 guns, 3 falconets. No Spanish opposition.",,,,
borderlands-frontier,ref-farallon-islands-sealing-station,,Farallon Islands Sealing Station,,,circa,37.698,-123.002,exact,settlement,rusSet,~1812. 18 mi off SF coast. Seasonal Aleut camps. Unchallenged.,,,,
borderlands-frontier,ref-kostromitinov-ranch,,Kostromitinov Ranch,,,circa,38.46,-122.92,exact,settlement,rusSet,1833. Russian River near Willow Creek. ~100 acres wheat by 1841.,,,,
borderlands-frontier,ref-khlebnikov-ranch,,Khlebnikov Ranch,,,circa,38.34,-122.97,exact,settlement,rusSet,"1833. Upper Salmon Creek valley, ~5 mi E of Bodega. Largest ranch — bakery, forge, tobacco shed.",,,,
borderlands-frontier,ref-chernykh-ranch,,Chernykh Ranch,,,circa,38.41,-122.87,exact,settlement,rusSet,~1833. Near Graton (Purrington Creek). First vineyard in Sonoma County.,,,,
borderlands-frontier,label-san-francisco,,San Francisco,,,circa,37.7749,-122.4194,exact,settlement,modern,,,,,
borderlands-frontier,label-bodega-bay,,Bodega Bay,,,circa,38.31,-122.98,exact,settlement,modern,,,,,
borderlands-frontier,label-fort-ross,,Fort Ross,,,circa,38.5133,-123.2442,exact,settlement,modern,,,,,
borderlands-frontier,label-carquinez-strait,,Carquinez Strait,,,circa,38.04,-122.153,exact,settlement,modern,,,,,
borderlands-frontier,label-monterey,,Monterey,,,circa,36.6002,-121.8947,exact,settlement,modern,,,,,
borderlands-frontier,label-san-diego,,San Diego,,,circa,32.7157,-117.1611,exact,settlement,modern,,,,,
borderlands-frontier,label-santa-barbara,,Santa Barbara,,,circa,34.4208,-119.6982,exact,settlement,modern,,,,,
borderlands-frontier,label-santa-cruz,,Santa Cruz,,,circa,36.9741,-122.0308,exact,settlement,modern,,,,,
borderlands-frontier,label-san-jose,,San José,,,circa,37.3382,-121.8863,exact,settlement,modern,,,,,
borderlands-frontier,label-sonoma,,Sonoma,,,circa,38.294,-122.458,exact,settlement,modern,,,,,
borderlands-frontier,label-petaluma,,Petaluma,,,circa,38.24,-122.64,exact,settlement,modern,,,,,
borderlands-frontier,label-san-rafael,,San Rafael,,,circa,37.92,-122.52,exact,settlement,modern,,,,,
borderlands-frontier,label-tomales-bay,,Tomales Bay,,,circa,38.23,-122.93,exact,settlement,modern,,,,,
borderlands-frontier,label-bolinas,,Bolinas,,,circa,37.91,-122.69,exact,settlement,modern,,,,,
borderlands-frontier,label-point-reyes,,Point Reyes,,,circa,38.07,-122.96,exact,settlement,modern,,,,,
borderlands-frontier,label-golden-gate,,Golden Gate,,,circa,37.807,-122.475,exact,settlement,modern,,,,,
borderlands-frontier,label-sacramento,,Sacramento,,,circa,38.5816,-121.4944,exact,settlement,modern,,,,,
borderlands-frontier,label-refugio,,Refugio,,,circa,34.47,-120.07,exact,settlement,modern,,,,,
borderlands-frontier,label-san-juan-capistrano,,San Juan Capistrano,,,circa,33.5,-117.66,exact,settlement,modern,,,,,
military-engagements,reg-1-battle-at-san-diego-mission,1,Battle at San Diego Mission,1769-08,August 1769,month,32.7534,-117.1962,place,battle,phase1,"First armed clash in Alta California. Spanish exploring party attacked at Cosoy. 1 Spaniard killed (blacksmith José Manuel Robles), 3 natives killed.",First blood — Spanish hold position,,Bancroft I. C-A 1–2.,
military-engagements,reg-2-destruction-of-san-diego-mission,2,Destruction of San Diego Mission,1775-11-05,"November 5, 1775",exact,32.757,-117.191,place,battle,phase1,"800–1,000 attackers from 9+ rancherías; dual-axis plan (mission + presidio). Defenders: Cpl. Rocha + 3 soldiers, 2 friars, 3 artisans = 11 men. Padre Jayme martyred (18 arrow wounds). Blacksmith Arroyo killed. Carpenter Urselino died of wounds. Cpl. Rocha fired muskets all night from adobe enclosure.",INDIGENOUS TACTICAL VICTORY — first successful mission destruction,,"Fuster, Registro de Defunciones (eyewitness). Ortega, Informe Nov. 30, 1775. Bancroft I, 250-254. C-A 1 (Prov. St. Pap. i.228-32). C-A 15, n5 (ranchería list).",
military-engagements,reg-3-carrillo-s-punishment-at-alocuachomi,3,Carrillo's Punishment at Alocuachomi,1777-06,June 1777,month,33.5,-117.66,place,raid,phase1,Punitive raid near San Juan Capistrano. 3 natives killed.,Spanish punitive raid,,Bancroft I.,
military-engagements,reg-4-ambush-at-san-juan-briones-killed,4,Ambush at San Juan (Briones killed),1777-08,August 1777,month,32.8,-117.1,place,battle,phase1,Midnight ambush near San Diego. Corporal Briones killed.,INDIGENOUS TACTICAL SUCCESS,,Bancroft I.,
military-engagements,reg-5-carrillo-s-raid-on-pamo,5,Carrillo's Raid on Pamó,1778-03,March 1778,month,33.0,-116.75,place,raid,phase1,Dawn assault on Pamó ranchería. 4 chiefs executed — first public execution in California.,Spanish punitive raid — 4 chiefs executed,,Bancroft I.,
military-engagements,reg-6-tenoqui-attack-on-prospecting-soldiers,6,Tenoqui Attack on Prospecting Soldiers,1790-08,August 1790,month,34.55,-119.6,place,battle,phase1,"Santa Bárbara backcountry. 2 soldiers killed, Spanish driven off.",INDIGENOUS VICTORY,,Bancroft I.,
military-engagements,reg-63-san-diego-uprising-rancheria-participant-list,63,San Diego Uprising: Ranchería Participant List,1775,1775,year,32.74,-117.21,place,standoff,phase1,Full intelligence from C-A 15: 13+ rancherías identified. Gentile woman warned of second attack planned.,Intelligence document,,"C-A 15, n5.",
military-engagements,reg-65-battle-at-la-cienega,65,Battle at La Ciénega,1769,1769,year,33.1,-117.3,place,battle,phase1,"From hoja de servicios of Sargento Verdugo: under Capt. Rivera, ""estuvieron el ataque que hicieron los gentiles en el parage de la Ciénega, en que se mataron 3.""",3 killed,,"C-A 15, n200.",
military-engagements,toypurina-s-revolt-at-san-gabriel,,Toypurina's Revolt at San Gabriel,1785-10-25,"October 25, 1785",exact,34.1,-118.11,place,battle,phase1,MAJOR CONSPIRACY. Toypurina — female war leader of the Tongva (Gabrieleño) — organized multi-village uprising against Mission San Gabriel with neophyte alcalde Nicolás José. Plan to kill padres and soldiers. Betrayed by informant before attack could succeed. Toypurina and co-conspirators arrested. She was exiled to Mission San Carlos Borromeo. One of the most important indigenous military actors in California history.,Conspiracy foiled — Toypurina arrested and exiled,,"Beebe & Senkewicz, pp. 247–249. Bancroft I. Hugo Reid letters.",
military-engagements,reg-5½-yuma-revolt-colorado-river-massacre,5½,Yuma Revolt (Colorado River Massacre),1781,"July 17–18, 1781",range,32.726,-114.6293,place,battle,yuma,"DECISIVE YUMA VICTORY. 2 mission-pueblos (La Purísima Concepción, San Pedro y San Pablo) destroyed. 46+ dead including 4 Franciscan friars. Overland route from Sonora to California closed for 40+ years.",DECISIVE YUMA VICTORY — overland route closed,,"Arricivita, Crónica Seráfica (1792). Bancroft I. C-A 22.",
military-engagements,reg-5½a-death-of-rivera-y-moncada,5½a,Death of Rivera y Moncada,1781,"July 17–18, 1781",range,32.735,-114.615,place,battle,yuma,Sub-engagement of Yuma Revolt. Capt. Fernando de Rivera y Moncada and all 11–12 soldiers killed at separate camp on east bank. Rivera was the military governor of the Californias.,TOTAL YUMA VICTORY — Rivera killed,,"C-A 22, n300, pp. 286–88. Neve to Com. Gral.",
military-engagements,reg-72-fages-at-ruins-of-purisima,72,Fages at Ruins of Purísima,1782,1782,year,32.73,-114.58,place,standoff,yuma,"Fages arrives at ""arruinado pueblo de la Purísima."" Yumas have fled. Communicates with Romeu and Fueros.",Aftermath reconnaissance,,"C-A 22, n200, pp. 563–64.",
military-engagements,reg-73-yuma-pacification-strategy,73,Yuma Pacification Strategy,1782,1782,year,32.74,-114.65,place,standoff,yuma,"Fages proposes withdrawing troops to let Yumas return to agriculture, then apprehending ringleaders.",Strategy — not engagement,,"C-A 22, n280, pp. 176–77.",
military-engagements,reg-74-rivera-s-final-expedition-written-before-massacr,74,Rivera's Final Expedition (written before massacre),1781-05,May 1781,month,32.72,-114.6,place,standoff,yuma,Neve writes from San Gabriel: 17 families departed Loreto under Alférez Ramón Laso. Sargento Juan José Robles + 12 soldiers heading to Colorado to meet Rivera — who would be killed 2 months later.,Written 2 months before the massacre,,"C-A 22, n300, pp. 286–88.",
military-engagements,reg-58-colorado-river-attacks-3-incidents,58,Colorado River Attacks (3 incidents),1794,1794–1808,range,32.71,-114.62,place,battle,yuma,"Gentiles attacked 3 times, killed 5 people on the Colorado River frontier. Eastern boundary violence.",5 killed across 3 attacks,,"C-A 16, n100.",
military-engagements,reg-66-colorado-river-11-of-21-killed,66,Colorado River: 11 of 21 Killed,1819,1819,year,32.7,-114.64,place,battle,yuma,"""De los 21 que eran se mataron allí once, y que 10 eran los fugados."" Fr. Señan reports 10 killed. Solá orders vigía on Colorado River Indians.",11 killed,,"C-A 17, n220.",
military-engagements,fages-el-canelo-skirmish,,Fages — El Canelo Skirmish,1782-09-21,"September 21, 1782",exact,32.68,-114.56,place,battle,yuma,First engagement of Fages' punitive expedition after Yuma Revolt. ~1 hour of fighting at El Canelo. 3 volunteers and 2 presidials wounded. Rescued 2 captive women and a child from Yuma captivity.,"Spanish advance — 5 wounded, captives rescued",,"Fages, Colorado River Campaign diary (Priestley, 1913). Vault: sources/fages-colorado-river-campaign-1781.md",
military-engagements,fages-battle-of-october-20,,Fages — Battle of October 20,1782-10-20,"October 20, 1782",exact,32.75,-114.58,place,battle,yuma,"Major engagement of Fages' Colorado River campaign. Killed 25+ Yumas including Palma's son and brother (badly wounded). Previously ransomed 48 captives (Oct 18), 14 more (Oct 19). Officers voted unanimously to retreat Oct 21 despite Fages' intent to continue.","Spanish tactical victory — 25+ Yuma killed, 62 captives ransomed",,"Fages, Colorado River Campaign diary (Priestley, 1913). Vault: sources/fages-colorado-river-campaign-1781.md",
military-engagements,reg-7-sacalanes-attack-on-neophyte-party,7,Sacalanes Attack on Neophyte Party,1795-03,March 1795,month,37.65,-122.0,place,battle,phase2,"East Bay hills, Sacalan territory (Alameda Co. between Oakland and Mission SJ). Dantí sent ~30 neophytes (no soldiers) across the bay to recover fugitives. Sacalanes attacked, killed 8–10. Gov. Borica refused retaliation.",INDIGENOUS VICTORY,,"Bancroft II. Beebe & Senkewicz, p. 266.",
military-engagements,reg-8-briones-vs-tulares-rancheria,8,Briones vs. Tulares Ranchería,1797-01,January 1797,month,35.5,-120.0,place,raid,phase2,"Tulare Valley edge, near SLO. Punitive raid; chief captured.",Spanish punitive raid,,Bancroft II.,
military-engagements,reg-9-amador-vs-sacalanes-cuchillones,9,Amador vs. Sacalanes/Cuchillones,1797,"July 15–18, 1797",range,37.58,-121.82,place,battle,phase2,"Sacalanes ranchería, ~6 leagues from Mission SJ, in redwoods (palos colorados) and sierras — probably Sunol/Niles Canyon area. Sgt. Pedro Amador with 22 soldiers vs. ~50 Sacalanes/Cuchillones. Sacalanes dug pit traps (pozos) to neutralize cavalry — forced Spanish to dismount and fight hand-to-hand for 2+ hours. 7–8 killed.",Spanish victory — but innovative indigenous counter-cavalry tactics,,Bancroft II. C-A 9.,
military-engagements,reg-10-castro-s-night-siege-at-sjb,10,Castro's Night Siege at SJB,1798,1798,year,36.85,-121.54,place,battle,phase2,"Night siege of Mission San Juan Bautista. 1 chief killed, 1 soldier wounded.",Spanish hold mission,,Bancroft II.,
military-engagements,reg-11-amador-s-raid-from-santa-clara,11,Amador's Raid from Santa Clara,1800-05,May 1800,month,37.4,-121.8,place,raid,phase2,"Hills east of Santa Clara. Chief killed, weapons broken, captives taken.",Spanish punitive raid,,Bancroft II. PP 0254 (Alberni orders 12 armed men for Amador).,
military-engagements,reg-12-pacheco-s-fight-near-santa-clara,12,Pacheco's Fight near Santa Clara,1801,ca. 1801,circa,37.35,-121.95,place,battle,phase2,5 gentiles killed near Santa Clara.,5 gentiles killed,,Bancroft II.,
military-engagements,reg-13-capture-of-chief-guchapa,13,Capture of Chief Guchapa,1803-12,December 1803,month,35.73,-120.3,place,raid,phase2,Cholam village. Spanish captured chief; negotiated release.,Diplomatic capture,,Bancroft II.,
military-engagements,reg-14-attack-on-padre-cueva,14,Attack on Padre Cueva,1805-01,January 1805,month,37.53,-121.72,place,battle,phase2,"Ranchería 10–15 miles east of Mission San José, in Asisines/Luecheas territory (Diablo Range foothills). Spanish driven back.",INDIGENOUS TACTICAL VICTORY,,"C-A 12, pp. 33–39.",
military-engagements,reg-15-fight-at-carquinez-strait,15,Fight at Carquinez Strait,1807-02,February 1807,month,38.05,-122.22,place,battle,phase2,Carquinez Strait narrows. 12–15 Mission SJ neophytes killed by gentiles controlling the strait crossing.,INDIGENOUS VICTORY,,Bancroft II.,
military-engagements,reg-38-rancheria-attack-near-san-jose,38,Ranchería Attack Near San José,1805,ca. 1805,circa,37.5,-121.7,place,battle,phase2,"6 leagues from San José. Multi-day pursuit. 15 volunteers + 18 soldiers. 11 killed, 31 captured.",Spanish victory after multi-day pursuit,,C-A 11.,
military-engagements,reg-39-san-juan-bautista-wheat-field-arson,39,San Juan Bautista Wheat-Field Arson,1800-07,July 1800,month,36.845,-121.535,place,battle,phase2,INDIGENOUS ECONOMIC WARFARE. Wheat crop burned. Moraga captured capitanejo from Santa Cruz (pursued 3 years). Signs of sublevación.,Economic warfare — wheat crop destroyed,,C-A 11.,
military-engagements,reg-46-amador-s-failed-attack-at-san-jose,46,Amador's Failed Attack at San José,1797,1797,year,37.535,-121.915,place,raid,phase2,"""Salió nulo el proyecto de atacar los Gentiles."" Failed military operation by Sargento Pedro Amador.",FAILED Spanish operation,,"C-A 9, n30, p. 48.",
military-engagements,reg-47-fugitive-neophytes-sacalan-cuchillones,47,Fugitive Neophytes: Sacalan & Cuchillones,1797,1797,year,37.79,-122.46,place,standoff,phase2,"3 Christians fled Mission SF to their lands: 1 Sacalan, 2 Cuchillones. Tribal identification of fugitives.",Fugitive intelligence,,"C-A 9, n30, p. 49. Fray Martín Landaeta.",
military-engagements,reg-48-amador-expedition-with-captives,48,Amador Expedition with Captives,1797,1797,year,37.795,-122.4,place,raid,phase2,"Amador reports on expedition from SF jurisdiction. Parte y diario original. Awaits orders about ""la presa que recogió"" (captives).",Spanish raid — captives taken,,"C-A 9, n42, pp. 87–86.",
military-engagements,reg-50-indian-killed-at-monterey-presidio,50,Indian Killed at Monterey Presidio,1797,1797,year,36.6,-121.895,place,battle,phase2,"Indian Choychi grabbed musket at 2 AM, wounded guard Quesadas with bayonet. Soldiers entered; Marín struck him on head — died 1½ hours later ""echando sangre con espuma por la boca.""",Indian killed resisting,,"C-A 9, n218, pp. ~810–815.",
military-engagements,reg-51-murder-of-christian-indian-toribio,51,Murder of Christian Indian Toribio,1797,1797,year,35.28,-120.66,place,battle,phase2,"Padre sent Christians to fetch gentile woman. Old gentile man + 2 sons killed Toribio — suspected him of poisoning (""enyerbado"") their daughter who died at mission. Marcos Briones dispatches soldiers.",Inter-community violence at mission boundary,,"C-A 9, n240, pp. 906–907.",
military-engagements,reg-52-expedition-against-tulares-gathering,52,Expedition against Tulares Gathering,1797,1797,year,36.22,-119.28,place,raid,phase2,"Pursued fugitives, couldn't find them. Indian woman reported gentiles gathering ""heading toward the Tulares."" Plans to return ""to pacify the gathering of Gentiles.""",Failed pursuit,,"C-A 9, n240, pp. 904–905.",
military-engagements,reg-54-amador-expedition-to-el-colorado,54,Amador Expedition to el Colorado,1798-04,April 1798,month,37.505,-121.78,place,raid,phase2,"Argüello orders Amador: ""A lo gentiles no se los violente para hacerlos de sus rancherías."" Gentiles fled ""porque decían que querían bautizarlos"" — feared forced baptism.",Failed — gentiles fled,,"C-A 10, n218, pp. 218–220.",
military-engagements,reg-56-false-alarm-attack-on-slo-sm-concepcion,56,"False Alarm: Attack on SLO, SM, Concepción",1799,1799,year,35.5,-120.5,place,standoff,phase2,"Rumored multi-mission attack proved false. Viceroy Azanza ""queda impuesto de la falsedad de la noticia.""",False alarm — no attack,,"C-A 10, n240, p. 487.",
military-engagements,reg-62-tulares-borica-orders-avoidance,62,Tulares: Borica Orders Avoidance,1799,1799,year,36.25,-119.32,place,standoff,phase2,"""No conviene de ningún modo mandar Neofitos ni tropa á los Tulares... por ser muchísimos los Gentiles y exponerse á una pelea fuerte."" Sargento Macario Castro sent with Indian guides instead.",Strategic avoidance — gentiles too numerous,,"C-A 24, n560, p. 753.",
military-engagements,peralta-s-failed-expedition-from-santa-clara,,Peralta's Failed Expedition from Santa Clara,1804-02,February 1804,month,37.38,-121.82,place,raid,phase2,"Cabo Luis Peralta (future grantee of Rancho San Antonio — Oakland/Berkeley/Alameda) ""did not have satisfactory results for lack of good guides."" Can't navigate into indigenous territory.","Failed — ""por falta de buenos guías""",,"C-A 11, Savage p. 334 / Orig. pp. 824–25.",
military-engagements,reg-16-report-at-pizcache-village,16,Report at Pizcache Village,1806-10,October 1806,month,37.1,-120.15,place,standoff,phase3a,"No combat. Oral memory of prior battle: ""Other soldiers from the other side of the mountains appeared about twenty years ago."" ~200 souls, chief Sujoyucomu.",Oral history — no combat,,Muñoz diary (Cook note 27–28).,
military-engagements,reg-17-armed-confrontation-at-rio-guadalupe,17,Armed Confrontation at Río Guadalupe,1806-10,October 1806,month,37.55,-120.88,place,standoff,phase3a,Tuolumne River area. 40 armed Indians with feather flag. Standoff; no casualties.,Standoff — no casualties,,Muñoz diary (Cook note 20).,
military-engagements,reg-18-encounter-at-taulamne,18,Encounter at Taulamne,1806-10,October 1806,month,37.83,-120.67,place,standoff,phase3a,"Tuolumne caves. ~200 souls on steep cliffs, inaccessible. Indians live in caves. Refused to descend. Said ""soldiers killed and captured people."" Armed passive resistance.",Armed passive resistance — no combat,,Muñoz diary (Cook note 23). Knights Ferry.,
military-engagements,reg-19-skirmish-at-apaglamenes-tationes,19,Skirmish at Apaglamenes/Tationes,1810-08,August 1810,month,37.56,-121.19,place,battle,phase3a,"Near Grayson, Stanislaus County. 30 armed heathen on opposite bank, ""painted, bedecked with feathers."" 12 shots fired. One Indian hit. ""Soldier Morales came into the skirmish with half his chin shaved.""",Brief exchange — Spanish continued march,,Viader diary (Cook note 7). C-A 12.,
military-engagements,reg-20-dawn-assault-at-pescadero-cholvones,20,Dawn Assault at Pescadero/Cholvones,1810-10,October 1810,month,37.82,-121.51,place,battle,phase3a,"Delta — Old River area. ""Before dawn we assaulted a village."" 15 San José Christians recovered, 18 heathen men captured, 51 women (released — ""went away very happy""). 2 prisoners escaped.",Spanish decisive success — captives recovered,,Viader diary (Cook note 12). C-A 12.,
military-engagements,reg-21-battle-of-suisun,21,Battle of Suisun,1810-05-22,"May 22, 1810",exact,38.27,-122.13,place,battle,phase3a,"MAJOR ENGAGEMENT. Alf. Moraga, 17 cavalry vs. ~120 Sespesuña/Suisun warriors. Crossed Carquines Strait by boat. Hard fight — 18 captured (released, expected to die). Survivors in 3 huts: 2 stormed, all killed; 3rd set on fire — ""bravely preferred to perish in the flames."" 4 Spanish wounded (23.5% rate) — highest in any Spanish victory. Royal Order from Spain praised ""glorious action."" Moraga promoted; Herrera + Soto made sergeants.",Spanish tactical victory — highest casualty rate of any Spanish victory,,"Prov. Rec. IX.122-3 (C-A 25). Prov. St. Pap. XIX.314 (C-A 12). Bancroft II, 91-92. Vallejo, Recuerdos, i.131-5.",
military-engagements,reg-22-tense-encounter-with-tauquimenes,22,Tense Encounter with Tauquimenes,1811-10,October 1811,month,38.1,-121.5,place,standoff,phase3b,"Sacramento River branch, delta. Standoff; no combat.",Standoff — no combat,,Bancroft II.,
military-engagements,reg-23-soto-s-battle,23,Soto's Battle,1813-10-27,"October 27, 1813",exact,38.22,-121.42,place,battle,phase3b,"LARGEST PITCHED BATTLE IN COLONIAL CA. Sgt. Soto + 12 soldiers from SF (by boat) + 100 Mission San José auxiliaries vs. ~1,000 warriors from 4 united rancherías (Unsumnes). Warriors pre-positioned on marshy island, women/children removed. ""Fell upon the soldiers at landing."" 3-hour battle. Soto ""was at one time doubtful of the result, so reliant were the foes on their numbers, so careless of life."" 1 neophyte killed (Alcalde Julio); many indigenous dead. Not a single fugitive captured.",Spanish tactical / INDIGENOUS STRATEGIC VICTORY — largest single-engagement indigenous army in CA,,"Soto, Expedicion Militar del Sargento, 1813, MS. (in Argüello report). S. José Lib. Mision, 25. Bancroft II, 324-5. C-A 12 (Prov. St. Pap. XIX.334-348). Cook, Colonial Expeditions, 265-277.",
military-engagements,reg-24-pico-s-fight-at-san-joaquin-crossing,24,Pico's Fight at San Joaquin Crossing,1815,"November 9–10, 1815",range,37.05,-120.75,place,battle,phase3b,"San Joaquin River between Dos Palos and Los Banos. Day 9: armed heathen crossing river, Cpl. Juarez engaged — killed 2. Day 10: Indians came to attack camp at dawn. Line of battle formed. Interpreter asked what they wanted — ""to fight."" After firing, troops dismounted and pursued through brush. 3 killed, 1 captured. Dead included a Christian from Santa Cruz who was ""the one most determined"" to kill the soldiers.",Spanish victory — 5 killed total,,"Pico diary (Cook, pp. 271–274). C-A 12–13.",
military-engagements,reg-25-ortega-s-raid-on-tache,25,Ortega's Raid on Tache,1815-11-10,"November 10, 1815",exact,36.32,-119.85,place,raid,phase3b,"Tache village, Kings River, not far west of Lemoore (Cook note [2]). Ortega attacked at dawn but village deserted — fugitive Indians had warned them ""the soldiers were coming to kill them at the point of the lance."" Found 3 Soledad horses. Followed into tule swamp but could not reach inhabitants.",Village deserted — fugitives warned them,,"Ortega diary (Cook, pp. 267–269). Cook note [2]: Tachi territory west of Tulare Lake, villages near Lemoore.",
military-engagements,reg-26-pico-s-raid-on-cheneche,26,Pico's Raid on Cheneche,1815-11-08,"November 8, 1815",exact,37.12,-120.82,place,raid,phase3b,"Cheneche village near mouth of Mariposa Creek, north of Los Banos, on the San Joaquin River. Pre-dawn assault at 4 AM. 66 captured (Christians and heathen). Released 4 men and 12 crippled old women. ""Majority of the people escaped because this village is in a bad location."" Found 7 live horses and 5 recently dead.",Mostly escaped — bad terrain for pursuit,,"Pico diary (Cook, pp. 270–271). Cook note [9]: Cheneches near mouth of Mariposa Creek.",
military-engagements,reg-27-tapee-horse-slaughter,27,Tapee Horse Slaughter,1815-11-23,"November 23, 1815",exact,36.8,-120.2,place,battle,phase3b,"Village of Tapee (Tape), south of the great bend of the San Joaquin River, ~20 miles west of Fresno (Cook note [9]). Pico surrounded village on both sides of river. Found 238 RECENTLY KILLED ANIMALS, ""a great deal of meat quartered and dried,"" and 16 live animals shot with arrows or badly treated. ""From Tapee to Cheneches... more than 500 dead animals."" LARGEST INDIGENOUS ECONOMIC WARFARE INCIDENT.","INDIGENOUS ECONOMIC WARFARE — 238+ horses killed, 500+ in region",,"Pico diary (Cook, pp. 275–276). Cook note [9]: Tape ~20 mi. W of Fresno, south of SJ great bend.",
